29 Palms,driver,4077.0
Acampo,management,468.0
Acton,service,24.0
Acton,therapy,542.0
Adelanto,arch,189.0
Adelanto,driver,1025.0
Adelanto,manufacturing,103.0
Adelanto,mednurse,56.0
Adelanto,medtech,367.0
Adelanto,therapy,126.0
Agoura,mednurse,153.0
Agoura,techsoftware,679.0
Agoura Hills,accounting,700.0
Agoura Hills,admin,2003.0
Agoura Hills,arts,1353.0
Agoura Hills,childcare,357.0
Agoura Hills,customer,4418.0
Agoura Hills,driver,249.0
Agoura Hills,education,3812.0
Agoura Hills,engid,42.0
Agoura Hills,engmech,188.0
Agoura Hills,finance,212.0
Agoura Hills,food,2264.0
Agoura Hills,install,405.0
Agoura Hills,management,2265.0
Agoura Hills,marketing,179.0
Agoura Hills,meddental,527.0
Agoura Hills,media,4880.0
Agoura Hills,medinfo,411.0
Agoura Hills,personal,1210.0
Agoura Hills,realestate,83.0
Agoura Hills,sports,1117.0
Agoura Hills,techhelp,241.0
Agoura Hills,techinfo,441.0
Agoura Hills,techsoftware,222.0
Agoura Hills,therapy,114.0
Agoura Hills,uncategorized,322.0
Agoura Hills,warehouse,1036.0
Alameda,accounting,466.0
Alameda,admin,1396.0
Alameda,childcare,475.0
Alameda,customer,3389.0
Alameda,driver,143.0
Alameda,education,5913.0
Alameda,food,6061.0
Alameda,hr,1034.0
Alameda,install,1638.0
Alameda,insurance,351.0
Alameda,management,8698.0
Alameda,manufacturing,2552.0
Alameda,mednurse,879.0
Alameda,medtech,1159.0
Alameda,pharmacy,15.0
Alameda,protective,999.0
Alameda,retail,768.0
Alameda,sales,1876.0
Alameda,sanitation,1512.0
Alameda,science,3823.0
Alameda,service,3122.0
Alameda,techinfo,396.0
Alameda,techsoftware,3271.0
Alameda,therapy,454.0
Alameda,uncategorized,1310.0
Alameda,veterinary,103.0
Alameda,warehouse,17.0
Alameda Harbor,accounting,1269.0
Alameda Harbor,project,375.0
Alameda Harbor,retail,1832.0
Alamo,admin,941.0
Alamo,mednurse,213.0
Alamo,retail,1140.0
Alamo,sales,278.0
Albany,driver,228.0
Albany,education,1249.0
Albany,food,449.0
Albany,hr,475.0
Albany,management,2689.0
Albany,mednurse,44.0
Albany,protective,664.0
Albany,retail,1687.0
Albany,science,244.0
Albany,uncategorized,206.0
Alhambra,accounting,702.0
Alhambra,admin,2723.0
Alhambra,customer,1497.0
Alhambra,driver,296.0
Alhambra,education,474.0
Alhambra,engelectric,16.0
Alhambra,engid,26.0
Alhambra,finance,1384.0
Alhambra,food,3006.0
Alhambra,hr,299.0
Alhambra,insurance,15.0
Alhambra,management,2998.0
Alhambra,meddr,181.0
Alhambra,mednurse,11.0
Alhambra,personal,461.0
Alhambra,pharmacy,410.0
Alhambra,realestate,350.0
Alhambra,retail,5124.0
Alhambra,sales,4804.0
Alhambra,service,483.0
Alhambra,techsoftware,992.0
Alhambra,therapy,595.0
Alhambra,uncategorized,1075.0
Aliso Viejo,accounting,395.0
Aliso Viejo,admin,2164.0
Aliso Viejo,care,11.0
Aliso Viejo,childcare,633.0
Aliso Viejo,customer,456.0
Aliso Viejo,driver,1978.0
Aliso Viejo,education,623.0
Aliso Viejo,finance,536.0
Aliso Viejo,food,232.0
Aliso Viejo,hr,3007.0
Aliso Viejo,install,551.0
Aliso Viejo,insurance,1075.0
Aliso Viejo,legal,1222.0
Aliso Viejo,management,5901.0
Aliso Viejo,media,927.0
Aliso Viejo,mednurse,76.0
Aliso Viejo,retail,1363.0
Aliso Viejo,sales,7077.0
Aliso Viejo,science,4436.0
Aliso Viejo,techhelp,375.0
Aliso Viejo,techinfo,1734.0
Aliso Viejo,techsoftware,6641.0
Aliso Viejo,uncategorized,1538.0
Alpaugh,driver,433.0
Alpine,admin,2614.0
Alpine,customer,1187.0
Alpine,driver,1218.0
Alpine,hospitality,450.0
Alpine,medtech,2674.0
Alpine,personal,444.0
Alpine,protective,1575.0
Alpine,retail,1047.0
Alpine,science,2234.0
Alta Loma,education,1040.0
Alta Loma,therapy,14.0
Alta Loma,veterinary,106.0
Altadena,care,274.0
Altadena,childcare,2451.0
Altadena,customer,1101.0
Altadena,education,1359.0
Altadena,food,226.0
Altadena,meddental,310.0
Altadena,mednurse,391.0
Altadena,uncategorized,968.0
Alviso,driver,11.0
Alviso,manufacturing,27.0
Amboy,driver,23.0
American Canyon,childcare,608.0
American Canyon,food,252.0
American Canyon,manufacturing,1026.0
American Canyon,retail,2201.0
American Canyon,service,1431.0
American Canyon,uncategorized,2126.0
American Canyon,warehouse,1892.0
Anaheim,accounting,5580.0
Anaheim,admin,19777.0
Anaheim,arch,342.0
Anaheim,arts,1567.0
Anaheim,care,1573.0
Anaheim,childcare,3094.0
Anaheim,construction,2894.0
Anaheim,customer,22579.0
Anaheim,driver,5181.0
Anaheim,education,7719.0
Anaheim,engcivil,1228.0
Anaheim,engid,977.0
Anaheim,food,17942.0
Anaheim,hospitality,2847.0
Anaheim,hr,7031.0
Anaheim,install,21637.0
Anaheim,insurance,3303.0
Anaheim,legal,2347.0
Anaheim,management,23580.0
Anaheim,manufacturing,6332.0
Anaheim,marketing,914.0
Anaheim,meddr,1289.0
Anaheim,media,3825.0
Anaheim,medinfo,3884.0
Anaheim,mednurse,4024.0
Anaheim,medtech,4332.0
Anaheim,personal,163.0
Anaheim,pharmacy,418.0
Anaheim,project,3198.0
Anaheim,protective,9405.0
Anaheim,realestate,3241.0
Anaheim,retail,17401.0
Anaheim,sales,11932.0
Anaheim,sanitation,1881.0
Anaheim,science,1340.0
Anaheim,service,4849.0
Anaheim,sports,984.0
Anaheim,techhelp,5739.0
Anaheim,techinfo,2126.0
Anaheim,techsoftware,2031.0
Anaheim,therapy,234.0
Anaheim,transport,543.0
Anaheim,uncategorized,8008.0
Anaheim,veterinary,804.0
Anaheim,warehouse,6782.0
Anaheim Hills,food,909.0
Anaheim Hills,install,705.0
Anaheim Hills,management,176.0
Anaheim Hills,pharmacy,157.0
Anaheim Hills,techhelp,11.0
Anaheim Hills,techsoftware,2522.0
Anderson,admin,2352.0
Anderson,childcare,406.0
Anderson,construction,998.0
Anderson,driver,1526.0
Anderson,management,1224.0
Anderson,medtech,443.0
Anderson,pharmacy,112.0
Anderson,uncategorized,196.0
Angels Camp,care,1364.0
Angels Camp,food,130.0
Angels Camp,retail,1015.0
Angels Camp,service,518.0
Angels Camp,uncategorized,75.0
Angelus Oaks,driver,2.0
Angwin,education,405.0
Antelope,accounting,128.0
Antelope,childcare,1492.0
Antelope,customer,319.0
Antelope,education,218.0
Antelope,install,458.0
Antelope,pharmacy,425.0
Antelope,retail,247.0
Antelope,sanitation,632.0
Antelope,uncategorized,59.0
Antelope Valley,medtech,87.0
Antioch,admin,2870.0
Antioch,childcare,1013.0
Antioch,customer,122.0
Antioch,driver,1313.0
Antioch,education,710.0
Antioch,food,2693.0
Antioch,install,4213.0
Antioch,management,928.0
Antioch,marketing,1054.0
Antioch,mednurse,1869.0
Antioch,medtech,3720.0
Antioch,personal,19.0
Antioch,pharmacy,1221.0
Antioch,protective,825.0
Antioch,retail,4339.0
Antioch,sales,1204.0
Antioch,sanitation,1553.0
Antioch,service,937.0
Antioch,therapy,1123.0
Antioch,uncategorized,1720.0
Antioch,veterinary,436.0
Antioch,warehouse,120.0
Apple Valley,admin,2217.0
Apple Valley,childcare,717.0
Apple Valley,customer,162.0
Apple Valley,driver,2234.0
Apple Valley,food,2072.0
Apple Valley,management,1052.0
Apple Valley,meddr,1047.0
Apple Valley,mednurse,2608.0
Apple Valley,medtech,961.0
Apple Valley,retail,109.0
Apple Valley,sales,2441.0
Apple Valley,service,2206.0
Apple Valley,therapy,428.0
Apple Valley,uncategorized,668.0
Apple Valley,warehouse,1732.0
Aptos,care,2762.0
Aptos,driver,5.0
Aptos,education,1221.0
Aptos,mednurse,618.0
Aptos,medtech,478.0
Arcadia,admin,5923.0
Arcadia,arch,1020.0
Arcadia,care,163.0
Arcadia,customer,564.0
Arcadia,driver,772.0
Arcadia,education,1828.0
Arcadia,food,2515.0
Arcadia,management,1428.0
Arcadia,manufacturing,301.0
Arcadia,meddr,11.0
Arcadia,mednurse,2599.0
Arcadia,medtech,4.0
Arcadia,personal,136.0
Arcadia,pharmacy,1990.0
Arcadia,realestate,1152.0
Arcadia,retail,4399.0
Arcadia,sales,2341.0
Arcadia,service,1326.0
Arcadia,techinfo,467.0
Arcadia,techsoftware,375.0
Arcadia,therapy,1000.0
Arcadia,warehouse,329.0
Arcata,customer,1291.0
Arcata,food,1771.0
Arcata,install,916.0
Arcata,management,146.0
Arcata,meddr,613.0
Arcata,mednurse,22.0
Arcata,medtech,218.0
Arcata,socialscience,620.0
Arcata,uncategorized,390.0
Arden-Arcade,sales,293.0
Arena,education,443.0
Argus,engelectric,23.0
Arleta,customer,1927.0
Arlington,accounting,409.0
Armona,driver,348.0
Arroyo Grande,admin,329.0
Arroyo Grande,care,595.0
Arroyo Grande,driver,28.0
Arroyo Grande,food,1375.0
Arroyo Grande,manufacturing,734.0
Arroyo Grande,mednurse,1155.0
Arroyo Grande,medtech,97.0
Arroyo Grande,protective,127.0
Arroyo Grande,retail,1029.0
Arroyo Grande,sales,1293.0
Arroyo Grande,service,1194.0
Arroyo Grande,therapy,14.0
Artesia,driver,2137.0
Artesia,food,765.0
Artesia,management,850.0
Artesia,mednurse,229.0
Arvin,driver,134.0
Arvin,food,500.0
Arvin,mednurse,73.0
Arvin,protective,768.0
Arvin,retail,3884.0
Arvin,sales,434.0
Arvin,therapy,497.0
Arvin,uncategorized,1769.0
Arvin,warehouse,144.0
Ashland,driver,103.0
Atascadero,customer,764.0
Atascadero,education,166.0
Atascadero,management,1080.0
Atascadero,meddr,2.0
Atascadero,retail,589.0
Atascadero,sales,680.0
Atascadero,sanitation,121.0
Atascadero,uncategorized,1299.0
Atherton,admin,417.0
Atherton,driver,153.0
Atherton,education,295.0
Atherton,personal,514.0
Atwater,food,1784.0
Atwater,install,1738.0
Atwater,medtech,53.0
Atwater,protective,378.0
Atwater,techsoftware,132.0
Atwater,uncategorized,873.0
Auberry,retail,546.0
Auburn,accounting,474.0
Auburn,admin,2513.0
Auburn,care,139.0
Auburn,construction,30.0
Auburn,customer,824.0
Auburn,education,1115.0
Auburn,food,2243.0
Auburn,install,1137.0
Auburn,management,1617.0
Auburn,manufacturing,497.0
Auburn,marketing,212.0
Auburn,meddr,8.0
Auburn,medinfo,1924.0
Auburn,mednurse,1213.0
Auburn,medtech,1208.0
Auburn,personal,437.0
Auburn,pharmacy,93.0
Auburn,retail,3816.0
Auburn,sales,2913.0
Auburn,sanitation,578.0
Auburn,techsoftware,1765.0
Auburn,therapy,893.0
Auburn,uncategorized,114.0
Avalon,food,598.0
Avalon,mednurse,963.0
Avalon,retail,1406.0
Avalon,therapy,360.0
